user_id,product_id,event_type,score,segment
user_0020,p033,view,4,wedding_shopper
user_0020,p033,click,5,wedding_shopper
user_0021,p005,view,5,wedding_shopper
user_0021,p033,view,2,wedding_shopper
user_0021,p058,view,5,wedding_shopper
user_0021,p027,view,1,wedding_shopper
user_0021,p057,add_to_cart,4,wedding_shopper
user_0021,p033,view,4,wedding_shopper
user_0021,p001,view,5,wedding_shopper
user_0021,p085,click,1,wedding_shopper
user_0021,p027,click,5,wedding_shopper
user_0021,p071,view,5,wedding_shopper
user_0021,p083,purchase,1,wedding_shopper
user_0021,p034,click,4,wedding_shopper
user_0021,p083,view,1,wedding_shopper
user_0021,p099,click,1,wedding_shopper
user_0021,p033,add_to_cart,3,wedding_shopper
user_0021,p083,click,1,wedding_shopper
user_0021,p083,click,3,wedding_shopper
user_0021,p033,view,2,wedding_shopper
user_0021,p027,click,4,wedding_shopper
user_0021,p071,view,5,wedding_shopper
user_0021,p071,click,4,wedding_shopper
user_0021,p043,click,1,wedding_shopper
user_0021,p064,click,2,wedding_shopper
user_0021,p071,view,5,wedding_shopper
user_0021,p057,click,3,wedding_shopper
user_0021,p046,add_to_cart,3,wedding_shopper
user_0021,p046,view,1,wedding_shopper
user_0021,p058,view,1,wedding_shopper
user_0021,p064,click,2,wedding_shopper
user_0022,p043,click,1,wedding_shopper
user_0022,p027,view,5,wedding_shopper
user_0022,p046,click,3,wedding_shopper
user_0022,p034,view,4,wedding_shopper
user_0022,p027,view,4,wedding_shopper
user_0022,p031,view,1,wedding_shopper
user_0022,p064,view,3,wedding_shopper
user_0022,p026,view,3,wedding_shopper
user_0022,p027,purchase,5,wedding_shopper
user_0022,p002,view,1,wedding_shopper
user_0022,p026,view,2,wedding_shopper
user_0022,p046,click,5,wedding_shopper
user_0022,p064,purchase,1,wedding_shopper
user_0022,p034,view,4,wedding_shopper
user_0022,p034,view,5,wedding_shopper
user_0022,p064,view,1,wedding_shopper
user_0023,p026,view,2,wedding_shopper
user_0023,p046,view,4,wedding_shopper
user_0023,p027,add_to_cart,2,wedding_shopper
user_0023,p002,view,1,wedding_shopper
user_0023,p057,click,5,wedding_shopper
user_0023,p002,add_to_cart,2,wedding_shopper
user_0023,p083,view,2,wedding_shopper
user_0023,p087,add_to_cart,3,wedding_shopper
user_0023,p047,view,4,wedding_shopper
user_0023,p001,view,5,wedding_shopper
user_0023,p071,view,2,wedding_shopper
user_0023,p087,view,2,wedding_shopper
user_0023,p085,view,1,wedding_shopper
user_0023,p064,view,2,wedding_shopper
user_0023,p046,add_to_cart,2,wedding_shopper
user_0023,p027,click,2,wedding_shopper
user_0023,p026,view,2,wedding_shopper
user_0024,p064,click,2,wedding_shopper
user_0024,p033,view,3,wedding_shopper
user_0024,p087,view,3,wedding_shopper
user_0024,p034,purchase,5,wedding_shopper
user_0024,p033,click,5,wedding_shopper
user_0024,p058,view,2,wedding_shopper
user_0024,p058,view,4,wedding_shopper
user_0024,p058,view,4,wedding_shopper
user_0024,p058,view,3,wedding_shopper
user_0025,p034,view,2,wedding_shopper
user_0025,p043,view,1,wedding_shopper
user_0025,p046,view,3,wedding_shopper
user_0025,p026,view,5,wedding_shopper
user_0025,p057,click,4,wedding_shopper
user_0025,p034,purchase,4,wedding_shopper
user_0025,p047,add_to_cart,5,wedding_shopper
user_0025,p026,click,3,wedding_shopper
user_0025,p047,view,3,wedding_shopper
user_0026,p026,view,1,wedding_shopper
user_0026,p058,view,5,wedding_shopper
user_0026,p099,click,4,wedding_shopper
user_0026,p085,view,5,wedding_shopper
user_0026,p027,click,4,wedding_shopper
user_0026,p033,view,3,wedding_shopper
user_0026,p071,add_to_cart,2,wedding_shopper
user_0026,p087,click,1,wedding_shopper
user_0026,p046,view,3,wedding_shopper
user_0026,p087,view,3,wedding_shopper
user_0026,p046,view,3,wedding_shopper
user_0026,p064,view,2,wedding_shopper
user_0026,p058,click,5,wedding_shopper
user_0026,p034,purchase,1,wedding_shopper
user_0026,p058,purchase,3,wedding_shopper
user_0026,p033,view,4,wedding_shopper
user_0026,p085,view,4,wedding_shopper
user_0026,p085,click,3,wedding_shopper
user_0026,p031,view,4,wedding_shopper
user_0026,p057,click,2,wedding_shopper
user_0026,p083,view,2,wedding_shopper
user_0026,p002,view,3,wedding_shopper
user_0026,p033,view,5,wedding_shopper
user_0026,p005,view,3,wedding_shopper
user_0026,p034,view,1,wedding_shopper
user_0026,p071,click,4,wedding_shopper
user_0026,p071,view,1,wedding_shopper
user_0027,p033,view,4,wedding_shopper
user_0027,p057,view,2,wedding_shopper
user_0027,p001,click,1,wedding_shopper
user_0027,p057,click,1,wedding_shopper
user_0027,p064,view,3,wedding_shopper
user_0027,p001,add_to_cart,3,wedding_shopper
user_0027,p002,click,3,wedding_shopper
user_0027,p099,view,1,wedding_shopper
user_0027,p046,view,1,wedding_shopper
user_0027,p085,click,4,wedding_shopper
user_0028,p083,click,1,wedding_shopper
user_0028,p002,view,1,wedding_shopper
user_0028,p071,click,5,wedding_shopper
user_0028,p033,view,1,wedding_shopper
user_0028,p031,view,2,wedding_shopper
user_0028,p033,view,3,wedding_shopper
user_0028,p046,click,1,wedding_shopper
user_0028,p002,view,4,wedding_shopper
user_0028,p058,add_to_cart,3,wedding_shopper
user_0028,p057,view,4,wedding_shopper
user_0028,p005,view,4,wedding_shopper
user_0028,p071,purchase,3,wedding_shopper
user_0028,p005,view,4,wedding_shopper
user_0029,p027,add_to_cart,1,wedding_shopper
user_0029,p047,view,2,wedding_shopper
user_0029,p058,add_to_cart,2,wedding_shopper
user_0029,p071,view,3,wedding_shopper
user_0029,p099,view,3,wedding_shopper
user_0030,p027,view,4,wedding_shopper
user_0030,p034,click,1,wedding_shopper
user_0030,p087,add_to_cart,4,wedding_shopper
user_0030,p046,click,2,wedding_shopper
user_0030,p026,view,5,wedding_shopper
user_0030,p064,click,2,wedding_shopper
user_0030,p047,view,1,wedding_shopper
user_0030,p005,view,2,wedding_shopper
user_0030,p046,click,5,wedding_shopper
user_0030,p047,view,5,wedding_shopper
user_0030,p043,view,5,wedding_shopper
user_0030,p001,view,1,wedding_shopper
user_0030,p071,click,5,wedding_shopper
user_0030,p046,view,2,wedding_shopper
user_0030,p043,view,5,wedding_shopper
user_0030,p085,view,1,wedding_shopper
user_0031,p034,view,5,wedding_shopper
user_0031,p083,view,5,wedding_shopper
user_0031,p057,view,2,wedding_shopper
user_0031,p026,view,1,wedding_shopper
user_0031,p087,view,2,wedding_shopper
user_0031,p027,view,5,wedding_shopper
user_0032,p085,view,2,wedding_shopper
user_0032,p043,view,1,wedding_shopper
user_0032,p026,add_to_cart,1,wedding_shopper
user_0032,p001,add_to_cart,2,wedding_shopper
user_0032,p001,add_to_cart,2,wedding_shopper
user_0032,p001,view,2,wedding_shopper
user_0032,p033,click,4,wedding_shopper
user_0032,p005,view,2,wedding_shopper
user_0032,p031,view,5,wedding_shopper
user_0032,p085,add_to_cart,2,wedding_shopper
user_0032,p047,click,4,wedding_shopper
user_0032,p033,add_to_cart,2,wedding_shopper
user_0032,p071,view,3,wedding_shopper
user_0032,p001,view,3,wedding_shopper
user_0033,p031,view,4,wedding_shopper
user_0033,p046,click,5,wedding_shopper
user_0033,p046,purchase,3,wedding_shopper
user_0033,p001,click,2,wedding_shopper
user_0033,p031,purchase,2,wedding_shopper
user_0033,p002,view,3,wedding_shopper
user_0033,p064,add_to_cart,4,wedding_shopper
user_0034,p047,click,2,wedding_shopper
user_0034,p046,click,3,wedding_shopper
user_0034,p085,view,1,wedding_shopper
user_0034,p085,click,5,wedding_shopper
user_0034,p064,click,3,wedding_shopper
user_0034,p046,view,4,wedding_shopper
user_0034,p005,view,5,wedding_shopper
user_0034,p005,view,1,wedding_shopper
user_0034,p071,view,4,wedding_shopper
user_0034,p026,click,2,wedding_shopper
user_0034,p033,view,5,wedding_shopper
user_0035,p064,click,3,wedding_shopper
user_0035,p064,click,2,wedding_shopper
user_0035,p047,click,4,wedding_shopper
user_0035,p005,view,5,wedding_shopper
user_0035,p033,view,4,wedding_shopper
user_0035,p071,click,4,wedding_shopper
user_0035,p058,view,2,wedding_shopper
user_0035,p034,view,1,wedding_shopper
user_0035,p083,view,4,wedding_shopper
user_0036,p064,purchase,4,wedding_shopper
user_0036,p043,view,2,wedding_shopper
user_0036,p043,add_to_cart,3,wedding_shopper
user_0036,p027,view,2,wedding_shopper
user_0036,p026,add_to_cart,2,wedding_shopper
user_0036,p058,click,1,wedding_shopper
user_0036,p085,view,1,wedding_shopper
user_0036,p033,view,2,wedding_shopper
user_0036,p087,view,3,wedding_shopper
user_0036,p064,view,4,wedding_shopper
user_0036,p099,view,4,wedding_shopper
user_0036,p099,view,4,wedding_shopper
user_0037,p033,view,3,wedding_shopper
user_0037,p033,purchase,4,wedding_shopper
user_0037,p026,purchase,3,wedding_shopper
user_0037,p083,click,2,wedding_shopper
user_0037,p064,view,4,wedding_shopper
user_0037,p057,view,4,wedding_shopper
user_0037,p034,view,1,wedding_shopper
user_0037,p083,purchase,1,wedding_shopper
user_0037,p005,click,2,wedding_shopper
user_0037,p034,view,3,wedding_shopper
user_0038,p005,view,1,wedding_shopper
user_0038,p001,view,5,wedding_shopper
user_0038,p005,click,1,wedding_shopper
user_0038,p001,view,2,wedding_shopper
user_0038,p043,click,3,wedding_shopper
user_0038,p047,click,1,wedding_shopper
user_0038,p099,view,1,wedding_shopper
user_0038,p033,click,4,wedding_shopper
user_0038,p064,view,2,wedding_shopper
user_0038,p083,view,2,wedding_shopper
user_0038,p083,add_to_cart,3,wedding_shopper
user_0038,p034,view,3,wedding_shopper
user_0038,p043,view,4,wedding_shopper
user_0038,p001,view,1,wedding_shopper
user_0038,p033,view,1,wedding_shopper
user_0038,p047,view,4,wedding_shopper
user_0038,p058,click,4,wedding_shopper
user_0038,p046,click,3,wedding_shopper
user_0038,p087,view,3,wedding_shopper
user_0038,p083,view,4,wedding_shopper
user_0038,p087,click,4,wedding_shopper
user_0038,p033,click,1,wedding_shopper
user_0038,p002,view,1,wedding_shopper
user_0038,p001,click,1,wedding_shopper
user_0038,p083,click,3,wedding_shopper
user_0039,p046,view,2,wedding_shopper
user_0039,p083,view,4,wedding_shopper
user_0039,p043,view,4,wedding_shopper
user_0039,p027,view,2,wedding_shopper
user_0039,p043,view,1,wedding_shopper
user_0039,p099,view,2,wedding_shopper
user_0039,p031,view,4,wedding_shopper
user_0039,p033,view,2,wedding_shopper
user_0039,p027,view,1,wedding_shopper
user_0039,p005,click,1,wedding_shopper
user_0039,p005,click,1,wedding_shopper
user_0039,p046,click,4,wedding_shopper
user_0039,p057,view,1,wedding_shopper
user_0039,p071,click,1,wedding_shopper
user_0039,p099,click,1,wedding_shopper
user_0039,p085,add_to_cart,3,wedding_shopper
user_0039,p005,purchase,4,wedding_shopper
user_0039,p071,click,1,wedding_shopper
user_0039,p047,view,2,wedding_shopper
user_0039,p031,view,3,wedding_shopper
user_0039,p005,view,5,wedding_shopper
user_0039,p047,view,2,wedding_shopper
user_0039,p057,view,4,wedding_shopper
user_0039,p064,view,5,wedding_shopper
user_0039,p064,click,1,wedding_shopper
user_0039,p005,view,5,wedding_shopper
user_0039,p034,view,4,wedding_shopper
user_0040,p026,add_to_cart,5,wedding_shopper
user_0040,p058,view,4,wedding_shopper
user_0040,p046,click,2,wedding_shopper
user_0040,p047,view,1,wedding_shopper
user_0040,p046,purchase,3,wedding_shopper
user_0040,p057,view,2,wedding_shopper
user_0040,p027,view,4,wedding_shopper
user_0040,p058,click,2,wedding_shopper
user_0040,p043,view,3,wedding_shopper
user_0040,p058,view,2,wedding_shopper
user_0040,p027,view,5,wedding_shopper
user_0040,p058,click,4,wedding_shopper
user_0040,p002,click,1,wedding_shopper
user_0040,p005,add_to_cart,2,wedding_shopper
user_0040,p064,add_to_cart,2,wedding_shopper
user_0040,p046,view,3,wedding_shopper
user_0040,p085,view,1,wedding_shopper
user_0040,p027,purchase,4,wedding_shopper
user_0040,p047,add_to_cart,4,wedding_shopper
user_0040,p047,view,2,wedding_shopper
user_0040,p046,click,4,wedding_shopper
user_0040,p047,view,2,wedding_shopper
user_0040,p057,view,2,wedding_shopper
user_0041,p058,view,3,wedding_shopper
user_0041,p026,view,3,wedding_shopper
user_0041,p085,view,3,wedding_shopper
user_0041,p002,view,2,wedding_shopper
user_0041,p043,click,5,wedding_shopper
user_0042,p033,click,5,wedding_shopper
user_0042,p043,click,4,wedding_shopper
user_0042,p033,view,4,wedding_shopper
user_0042,p002,view,1,wedding_shopper
user_0042,p002,click,4,wedding_shopper
user_0042,p027,click,1,wedding_shopper
user_0042,p099,view,3,wedding_shopper
user_0042,p064,add_to_cart,5,wedding_shopper
user_0042,p064,view,3,wedding_shopper
user_0042,p033,add_to_cart,4,wedding_shopper
user_0042,p099,add_to_cart,4,wedding_shopper
user_0042,p064,view,4,wedding_shopper
user_0042,p087,view,3,wedding_shopper
user_0042,p034,click,3,wedding_shopper
user_0042,p085,view,4,wedding_shopper
user_0042,p005,view,2,wedding_shopper
user_0042,p034,click,2,wedding_shopper
user_0042,p046,view,4,wedding_shopper
user_0042,p033,view,4,wedding_shopper
user_0042,p083,view,2,wedding_shopper
user_0042,p002,view,1,wedding_shopper
user_0042,p047,add_to_cart,3,wedding_shopper
user_0042,p064,view,2,wedding_shopper
user_0042,p043,view,5,wedding_shopper
user_0042,p057,click,4,wedding_shopper
user_0042,p033,add_to_cart,4,wedding_shopper
user_0042,p026,click,1,wedding_shopper
user_0043,p001,view,1,wedding_shopper
user_0043,p046,add_to_cart,3,wedding_shopper
